a,RMSE,Mean,RMSE - Decentered Loss
33.45,1643.559426369598,-1465.2728984451294,1629.8448546840912
33.5,1647.0066923061559,-1469.1127026069641,1633.297803948672
33.55,1650.4184062054221,-1472.591736264038,1636.427818492325
33.6,1654.0329179673115,-1476.121763646698,1639.6051489714998
33.65,1657.2861073320212,-1480.1401437583922,1643.2237913892102
33.7,1660.7158938622997,-1483.4935896850586,1646.2450650067497
33.75,1664.0025388357478,-1486.9554645080566,1649.3653739704816
33.8,1667.395421865116,-1490.6538747787476,1652.7003835587716
33.85,1670.7094407113761,-1494.2697269615173,1655.9624392890269
33.9,1674.1605975515918,-1497.884044255829,1659.2245759566767
33.95,1677.4333104022521,-1501.4068170814514,1662.4054901861552
34.0,1681.0296307880612,-1504.903982118225,1665.56464264156
34.05,1684.4279688862227,-1508.4225954284668,1668.744531023718
34.1,1687.5029982971305,-1512.1079909057617,1672.076600991556
34.15,1690.9702199502378,-1515.8956345275878,1675.5026583691877
34.2,1694.2140706793539,-1519.069799975586,1678.3749999985948
34.25,1697.2416443645423,-1522.6502221389771,1681.6162708544102
34.3,1700.8051559544974,-1526.1180137451172,1684.7568890791804
34.35,1704.1843245634825,-1529.5886948791504,1687.9014067547068
34.4,1707.3397872215821,-1533.1604855567932,1691.138864166736
34.45,1710.5576510019603,-1536.7250052352906,1694.3710706742547
34.5,1713.7570004803179,-1540.2278059463501,1697.548608326938
34.55,1717.3832159279646,-1543.4171509391786,1700.442908549307
34.6,1720.379340728208,-1547.1282166824342,1703.8119914701224
34.65,1723.9689702291853,-1550.34566401062,1706.734092159334
34.7,1727.1904892576938,-1553.7957813308715,1709.8686831169316
34.75,1730.1424862546185,-1557.1512018501282,1712.9184011054685
34.8,1733.633790871885,-1560.4020649681092,1715.8741759753702
34.85,1736.739079698219,-1564.07627627182,1719.2161531985264
34.9,1739.9944928972086,-1567.356419355011,1722.2008386700365
34.95,1742.955232267992,-1570.745635395813,1725.2858993620193
35.0,1746.1661535240753,-1573.9768474792481,1728.2281966867477
